1497980703641509376,0.10329,0.05843,-0.07259,0.84710,-0.42652,-0.08403,0.30567,0.20699,0.15464,0.09805,
1497980703741035008,0.13059,0.07448,-0.06881,0.83222,-0.43987,-0.08806,0.32583,0.25414,0.11714,0.10387,
1497980703840550912,0.16123,0.09253,-0.06187,0.82164,-0.45478,-0.08121,0.33390,0.28218,0.11680,0.12707,
1497980703940071168,0.19869,0.11983,-0.05774,0.81133,-0.46962,-0.08172,0.33842,0.33937,0.12423,0.13105,
1497980704039619328,0.23697,0.13189,-0.04664,0.80323,-0.47980,-0.08929,0.34152,0.43350,0.13111,0.13200,
1497980704139161600,0.26925,0.08552,-0.02542,0.79833,-0.47903,-0.10341,0.35001,0.52835,0.05581,0.11723,
1497980704238681856,0.32618,0.09980,-0.00892,0.79656,-0.46772,-0.12114,0.36339,0.62222,0.06917,0.07188,
1497980704338217984,0.38770,0.10664,-0.00282,0.80072,-0.43948,-0.14222,0.38143,0.67697,0.07760,0.02807,
1497980704437779456,0.44174,0.14015,-0.00622,0.80654,-0.40377,-0.16166,0.40041,0.70844,0.10605,0.01581,
1497980704537348352,0.48916,0.20858,-0.02040,0.81320,-0.35663,-0.18793,0.41976,0.71910,0.19057,-0.00299,
1497980704636903424,0.53217,0.25585,-0.03280,0.81671,-0.30317,-0.21684,0.44052,0.70594,0.22470,-0.02097,
1497980704736454400,0.53071,0.29885,-0.05127,0.81421,-0.25746,-0.23941,0.46202,0.62314,0.23681,-0.03509,
1497980704835981568,0.51540,0.32023,-0.07051,0.80470,-0.22130,-0.25736,0.48708,0.52156,0.21185,-0.03616,
1497980704935496192,0.42827,0.32839,-0.09706,0.79012,-0.18953,-0.28180,0.51027,0.32729,0.18483,-0.05450,
1497980705035019776,0.31551,0.32138,-0.11538,0.77373,-0.15784,-0.31072,0.52904,0.09949,0.16090,-0.06850,
1497980705134545920,0.30024,0.34228,-0.11355,0.75719,-0.12598,-0.33432,0.54682,0.05126,0.16839,-0.05441,
1497980705234074368,0.29352,0.36841,-0.11023,0.73945,-0.09657,-0.35497,0.56382,0.01421,0.18047,-0.04411,
1497980705333596928,0.28655,0.39142,-0.10605,0.72199,-0.07464,-0.36698,0.58180,-0.00995,0.17433,-0.01837,
1497980705433102592,0.28388,0.41683,-0.10609,0.70580,-0.06837,-0.36992,0.60027,-0.04125,0.17721,0.01414,
1497980705532617216,0.26616,0.42638,-0.09574,0.68523,-0.05930,-0.37982,0.61861,-0.07932,0.16041,0.03637,
1497980705632138496,0.28097,0.43646,-0.10541,0.66366,-0.03626,-0.39238,0.63583,-0.06091,0.13279,0.00696,
1497980705731662848,0.28582,0.44426,-0.10728,0.64870,-0.01521,-0.39341,0.65129,-0.05145,0.05856,-0.00764,
1497980705831195648,0.30060,0.46815,-0.11372,0.64352,-0.02245,-0.38509,0.66112,-0.00713,-0.02146,-0.00621,
1497980705930735616,0.27634,0.47851,-0.09245,0.64762,-0.05087,-0.37370,0.66208,-0.03903,-0.13507,0.05606,
1497980706030265600,0.28787,0.48483,-0.09811,0.65963,-0.09913,-0.36024,0.65215,-0.02571,-0.23300,0.08492,
1497980706129799168,0.28744,0.45735,-0.09284,0.67782,-0.16329,-0.33987,0.63118,-0.04644,-0.33144,0.11653,
1497980706229348864,0.28204,0.42300,-0.08261,0.69881,-0.23073,-0.30981,0.60204,-0.09038,-0.37924,0.13256,
1497980706328883200,0.27349,0.38574,-0.07204,0.72058,-0.28902,-0.27911,0.56509,-0.13436,-0.41285,0.13427,
1497980706428417024,0.26052,0.34668,-0.06302,0.74445,-0.33603,-0.24490,0.52240,-0.18656,-0.43340,0.10778,
1497980706527944448,0.24049,0.30445,-0.05367,0.77018,-0.36904,-0.20513,0.47806,-0.24031,-0.43435,0.06059,
1497980706627485952,0.21430,0.25949,-0.04430,0.79509,-0.39079,-0.16632,0.43296,-0.28556,-0.40707,0.02091,
1497980706727013888,0.20861,0.22493,-0.04590,0.81718,-0.40171,-0.13182,0.39176,-0.24930,-0.31821,-0.01645,
1497980706826548480,0.21524,0.19138,-0.05385,0.83478,-0.40191,-0.10718,0.36074,-0.13710,-0.20894,-0.04525,
1497980706926075392,0.23036,0.16935,-0.06665,0.84483,-0.39453,-0.10025,0.34722,0.02714,-0.07440,-0.06136,
1497980707025606912,0.23036,0.17990,-0.06290,0.84391,-0.38467,-0.11159,0.35693,0.16790,0.11561,-0.06090,
1497980707125155328,0.24856,0.20076,-0.06945,0.83303,-0.36616,-0.13630,0.39167,0.29114,0.31848,-0.09042,
1497980707224689408,0.27214,0.24617,-0.07518,0.81136,-0.33630,-0.17007,0.44685,0.35341,0.54902,-0.10797,
1497980707324231680,0.30277,0.31696,-0.08190,0.77577,-0.29672,-0.20677,0.51709,0.35911,0.77051,-0.11270,
1497980707423771648,0.33307,0.40423,-0.08937,0.72853,-0.25521,-0.23853,0.58925,0.28875,0.93509,-0.08726,
1497980707523341568,0.34593,0.50582,-0.09706,0.67820,-0.21449,-0.26220,0.65214,0.18873,1.03369,-0.05743,
1497980707622908160,0.34450,0.61758,-0.09888,0.62575,-0.18482,-0.28168,0.70351,0.10046,1.10996,-0.01803,
1497980707722473216,0.34376,0.73487,-0.09637,0.57235,-0.16838,-0.29964,0.74450,0.02647,1.19294,-0.00455,
1497980707822041344,0.34206,0.85344,-0.09751,0.52400,-0.15429,-0.31445,0.77637,-0.03936,1.21482,-0.02259,
1497980707921616896,0.33302,0.97500,-0.09812,0.47572,-0.13351,-0.32834,0.80502,-0.11977,1.18074,-0.02256,
1497980708021188608,0.31424,1.09261,-0.09879,0.41870,-0.09869,-0.33931,0.83655,-0.20120,1.11135,-0.00641,
1497980708120765696,0.29489,1.19512,-0.09985,0.35730,-0.06707,-0.34779,0.86422,-0.21089,1.00495,-0.00307,
1497980708220310016,0.27138,1.28986,-0.10173,0.29293,-0.04385,-0.35598,0.88631,-0.20823,0.88422,-0.02562,
1497980708319848704,0.24530,1.37069,-0.10907,0.23381,-0.01713,-0.35462,0.90514,-0.18139,0.81640,-0.07257,
1497980708419404288,0.23247,1.45459,-0.11645,0.18191,0.01486,-0.34399,0.92106,-0.10524,0.81813,-0.10148,
1497980708518955008,0.22354,1.53557,-0.12646,0.13694,0.03965,-0.33971,0.92966,-0.02784,0.83800,-0.08615,
1497980708618526208,0.22790,1.62080,-0.13104,0.09970,0.05804,-0.34165,0.93272,0.04040,0.88937,-0.01804,
1497980708718093056,0.21995,1.70457,-0.13061,0.06431,0.07209,-0.34225,0.93463,0.02263,0.86807,0.05624,
1497980708817671424,0.21156,1.78899,-0.12529,0.03379,0.09041,-0.33703,0.93653,-0.04157,0.80209,0.04761,
1497980708917242624,0.24397,1.88337,-0.11781,0.00647,0.10256,-0.32839,0.93894,0.03438,0.75531,0.06378,
1497980709016808704,0.25217,1.96094,-0.11237,-0.00891,0.10408,-0.32604,0.93957,0.06658,0.78571,0.00381,
1497980709116392704,0.26447,2.04309,-0.11363,-0.01880,0.11039,-0.32582,0.93878,0.09757,0.84639,-0.04798,
1497980709215964672,0.28035,2.13661,-0.11840,-0.02136,0.10817,-0.32688,0.93861,0.13151,0.98542,-0.07116,
1497980709315539456,0.29656,2.24094,-0.12401,-0.01418,0.10103,-0.32858,0.93895,0.17803,1.08160,-0.03781,
1497980709415124224,0.31793,2.35093,-0.12379,0.00236,0.08629,-0.33323,0.93889,0.24437,1.09507,0.05435,
1497980709514705920,0.34325,2.45550,-0.11541,0.02671,0.06551,-0.32302,0.94374,0.25793,1.02133,0.08646,
1497980709614306816,0.36776,2.55073,-0.10720,0.04713,0.05457,-0.32128,0.94423,0.22001,0.90309,0.06827,
1497980709713888768,0.38863,2.63843,-0.10402,0.06376,0.05081,-0.32598,0.94186,0.17452,0.90417,0.00093,
1497980709813475328,0.40306,2.72965,-0.10627,0.06863,0.04762,-0.32439,0.94223,0.12191,0.93953,-0.04201,
1497980709913054208,0.53275,2.76605,-0.12642,0.06214,0.05014,-0.32227,0.94328,0.18835,0.98565,-0.06109,
1497980710012609792,0.52486,2.85257,-0.12199,0.04494,0.05828,-0.32994,0.94113,0.15328,1.04716,-0.00522,
1497980710112177408,0.52019,2.92354,-0.10753,0.02389,0.06006,-0.34270,0.93722,0.09484,0.99303,0.08550,
1497980710211751424,0.49619,2.93992,-0.08579,0.00248,0.06351,-0.34500,0.93645,0.01108,0.89221,0.11286,
1497980710311326464,0.47405,2.94913,-0.07401,-0.02252,0.07245,-0.33709,0.93841,-0.02242,0.70618,0.11548,
1497980710410898432,0.45162,2.91858,-0.06060,-0.03403,0.06951,-0.33603,0.93867,-0.01292,0.61033,0.05862,
1497980710510475776,0.45066,2.98310,-0.06740,-0.03709,0.07087,-0.33910,0.93734,-0.00420,0.60800,-0.00088,
1497980710610059776,0.44798,3.05207,-0.07355,-0.02993,0.07157,-0.34175,0.93658,0.01291,0.62874,-0.02343,
1497980710709670912,0.45212,3.12505,-0.07709,-0.01433,0.06129,-0.34673,0.93585,0.03467,0.61874,0.01602,
1497980710809267200,0.46346,3.20789,-0.06438,0.00676,0.05474,-0.34306,0.93769,0.06044,0.53991,0.08270,
1497980710908851456,0.47072,3.23223,-0.06580,0.03046,0.05593,-0.34471,0.93655,0.10338,0.43444,0.06968,
1497980711008459264,0.48525,3.25899,-0.06254,0.04975,0.05507,-0.34562,0.93544,0.11989,0.32111,0.04415,
1497980711108066816,0.50109,3.30156,-0.06001,0.05903,0.05641,-0.35231,0.93232,0.12327,0.27570,0.02008,
1497980711207659776,0.51682,3.26393,-0.06966,0.06090,0.05431,-0.35213,0.93239,0.13193,0.14775,-0.00466,
1497980711307234560,0.52916,3.27529,-0.07103,0.05874,0.05189,-0.34636,0.93482,0.11501,0.10750,-0.01670,
1497980711406815488,0.54018,3.28052,-0.07440,0.05674,0.05445,-0.34172,0.93651,0.09919,0.05671,-0.01707,
1497980711506394368,0.54726,3.31075,-0.07806,0.05422,0.05500,-0.33995,0.93727,0.07957,0.04640,-0.00667,
1497980711605957376,0.55183,3.31349,-0.08019,0.05330,0.05327,-0.33912,0.93772,0.06268,0.02976,-0.00263,
1497980711705539328,0.55608,3.31809,-0.08201,0.05210,0.05349,-0.33789,0.93822,0.04550,0.02649,-0.00769,
1497980711805153536,0.55798,3.32175,-0.08243,0.05146,0.05269,-0.33603,0.93897,0.02764,0.01997,-0.01126,
1497980711904771584,0.55904,3.32396,-0.08281,0.05080,0.05255,-0.33430,0.93963,0.01529,0.01537,-0.01136,
1497980712004401152,0.55969,3.32641,-0.08408,0.05066,0.05315,-0.33265,0.94019,0.00809,0.01344,-0.01055,
1497980712104020224,0.54829,3.34418,-0.07815,0.04944,0.05472,-0.33216,0.94034,-0.00511,0.01888,0.00321,
1497980712203641344,0.56000,3.32974,-0.09379,0.05078,0.05317,-0.32900,0.94146,0.00346,0.01115,-0.01259,
1497980712303281664,0.56002,3.33145,-0.09557,0.05093,0.05270,-0.32876,0.94156,0.00349,0.01333,-0.00930,
1497980712402905344,0.56024,3.33290,-0.09691,0.05091,0.05221,-0.32819,0.94179,0.00178,0.01288,-0.00847,
1497980712502521600,0.56055,3.33385,-0.09785,0.05108,0.05228,-0.32839,0.94171,-0.00147,0.01046,-0.00631,
1497980712602121472,0.56034,3.33469,-0.09838,0.05149,0.05224,-0.32907,0.94145,-0.00612,0.01142,-0.00255,
1497980712701721600,0.56000,3.33588,-0.09801,0.05124,0.05195,-0.32998,0.94116,-0.00843,0.01424,0.00035,
1497980712801301504,0.55953,3.33662,-0.09736,0.05088,0.05209,-0.33005,0.94115,-0.01050,0.01336,0.00242,
1497980712900895744,0.55862,3.33740,-0.09675,0.05038,0.05161,-0.33093,0.94089,-0.01265,0.01054,0.00256,
1497980713000480512,0.55781,3.33756,-0.09630,0.05007,0.05145,-0.33135,0.94077,-0.01311,0.01036,-0.00094,
1497980713100071168,0.55715,3.33799,-0.09569,0.04958,0.05119,-0.33143,0.94079,-0.01316,0.00767,0.00047,
1497980713199669248,0.55623,3.33753,-0.09571,0.04957,0.05116,-0.33136,0.94081,-0.01338,0.00882,-0.00456,
1497980713299253760,0.55575,3.33705,-0.09586,0.04981,0.05131,-0.33058,0.94106,-0.01251,0.00865,-0.00612,
1497980713398830848,0.55539,3.33617,-0.09607,0.05019,0.05143,-0.32974,0.94133,-0.01007,0.00792,-0.00324,
1497980713498417920,0.55490,3.33549,-0.09623,0.05048,0.05098,-0.32951,0.94142,-0.00848,0.00839,0.00198,
1497980713597986304,0.55473,3.33402,-0.09632,0.05125,0.05047,-0.33000,0.94124,-0.00642,0.00859,-0.00023,
1497980713697562624,0.55512,3.33304,-0.09609,0.05217,0.05067,-0.32996,0.94119,-0.00717,0.00764,-0.00090,
1497980713797155072,0.55511,3.33218,-0.09611,0.05263,0.05024,-0.32999,0.94118,-0.00856,0.01086,-0.00298,
1497980713896721664,0.55544,3.33145,-0.09590,0.05282,0.05004,-0.32930,0.94142,-0.00845,0.01440,-0.00585,
1497980713996320512,0.55611,3.33163,-0.09580,0.05295,0.04984,-0.32916,0.94147,-0.00834,0.01244,-0.00046,
1497980714095946496,0.55619,3.33041,-0.09579,0.05285,0.04951,-0.32988,0.94124,-0.00661,0.01286,0.00382,
1497980714195570432,0.55666,3.32946,-0.09521,0.05311,0.04918,-0.33110,0.94081,-0.00363,0.01607,0.00426,
1497980714295185152,0.55736,3.32874,-0.09434,0.05341,0.04916,-0.33127,0.94074,-0.00419,0.01852,-0.00158,
1497980714394773248,0.55794,3.32874,-0.09398,0.05382,0.04837,-0.33050,0.94103,-0.00425,0.01570,-0.00536,
1497980714494381568,0.55867,3.32796,-0.09470,0.05445,0.04792,-0.33033,0.94107,-0.00493,0.01462,-0.00770,
1497980714593984000,0.55938,3.32648,-0.09551,0.05501,0.04755,-0.33003,0.94117,-0.00781,0.01936,-0.00913,
1497980714693573632,0.55993,3.32562,-0.09562,0.05554,0.04763,-0.32882,0.94155,-0.00832,0.02316,-0.00985,
1497980714793168128,0.56047,3.32618,-0.09607,0.05543,0.04759,-0.32801,0.94185,-0.01144,0.02194,-0.00642,
1497980714892771584,0.56011,3.32546,-0.09689,0.05543,0.04747,-0.32806,0.94183,-0.01206,0.02553,-0.00388,
1497980714992348416,0.56025,3.32552,-0.09677,0.05548,0.04740,-0.32780,0.94192,-0.01123,0.02950,-0.00472,
1497980715091930880,0.56013,3.32593,-0.09697,0.05586,0.04710,-0.32671,0.94230,-0.01212,0.02725,-0.00700,
1497980715191550720,0.56001,3.32559,-0.09763,0.05584,0.04667,-0.32573,0.94266,-0.01058,0.02627,-0.00915,
1497980715291176704,0.54906,3.31889,-0.09258,0.05416,0.04768,-0.32561,0.94275,-0.00263,0.00664,0.00029,
1497980715390791680,0.55587,3.31921,-0.09222,0.05519,0.04626,-0.32513,0.94292,-0.00218,0.00424,0.00381,
1497980715490396928,0.55608,3.31885,-0.09121,0.05481,0.04571,-0.32574,0.94276,-0.00269,0.00633,0.00591,
1497980715590001664,0.55528,3.31998,-0.09105,0.05453,0.04603,-0.32610,0.94264,-0.00477,0.00980,0.00131,
1497980715689619200,0.55497,3.32083,-0.08984,0.05448,0.04684,-0.32514,0.94293,-0.00264,0.01209,-0.00025,
1497980715789240064,0.55508,3.32200,-0.08957,0.05438,0.04686,-0.32551,0.94281,0.00145,0.02159,-0.00111,
1497980715888835840,0.55561,3.32327,-0.08993,0.05397,0.04557,-0.32622,0.94265,0.00486,0.02313,0.00178,
1497980715988423424,0.55593,3.32418,-0.08922,0.05451,0.04531,-0.32616,0.94265,0.00686,0.02039,-0.00253,
1497980716087991808,0.55114,3.32898,-0.09456,0.05501,0.04530,-0.32506,0.94300,0.00507,0.03187,-0.01349,
1497980716187560448,0.55111,3.33162,-0.09627,0.05618,0.04532,-0.32366,0.94342,0.00373,0.03431,-0.01386,
1497980716287158528,0.55150,3.33391,-0.09747,0.05681,0.04484,-0.32271,0.94373,0.00225,0.03841,-0.00653,
1497980716386770432,0.55129,3.33630,-0.09807,0.05728,0.04433,-0.32294,0.94364,0.00120,0.03915,-0.00243,
1497980716486374656,0.55056,3.33915,-0.09807,0.05773,0.04405,-0.32329,0.94351,-0.00167,0.03930,-0.00504,
1497980716585959424,0.54983,3.34210,-0.09707,0.05786,0.04373,-0.32269,0.94372,-0.00320,0.03861,-0.00865,
1497980716685568512,0.55012,3.34404,-0.09576,0.05800,0.04347,-0.32140,0.94417,-0.00280,0.03688,-0.00950,
1497980716785154304,0.55001,3.34770,-0.09735,0.05807,0.04276,-0.32014,0.94462,-0.00116,0.03608,-0.00566,
1497980716884767232,0.55084,3.34971,-0.09818,0.05917,0.04212,-0.31990,0.94466,0.00213,0.03385,-0.00279,
1497980716984399104,0.54511,3.36837,-0.10244,0.05788,0.04312,-0.31970,0.94476,0.01049,0.03167,-0.00673,
1497980717084020736,0.55665,3.36806,-0.10247,0.05995,0.04003,-0.31943,0.94486,0.00839,0.02421,-0.00939,
1497980717183640832,0.55691,3.36992,-0.10287,0.06145,0.04001,-0.31911,0.94488,0.01248,0.02144,-0.00748,
1497980717283292416,0.55856,3.37078,-0.10332,0.06387,0.03963,-0.31893,0.94479,0.01932,0.02489,-0.00434,
1497980717382937088,0.56086,3.37035,-0.10294,0.06626,0.03845,-0.31935,0.94454,0.02145,0.01411,-0.00213,
1497980717482562048,0.56127,3.37127,-0.10266,0.06857,0.03800,-0.31944,0.94436,0.02627,0.01100,-0.00328,
1497980717582176512,0.56341,3.37156,-0.10312,0.07090,0.03728,-0.31856,0.94451,0.02221,0.00907,-0.00867,
1497980717681777152,0.56538,3.37145,-0.10403,0.07305,0.03693,-0.31775,0.94464,0.01700,0.00905,-0.00684,
1497980717781374464,0.56671,3.37121,-0.10453,0.07399,0.03651,-0.31760,0.94463,0.01080,0.00810,-0.00280,
1497980717880978688,0.56722,3.37109,-0.10448,0.07405,0.03642,-0.31749,0.94466,0.00622,0.00829,-0.00417,
1497980717980588544,0.56714,3.37144,-0.10417,0.07376,0.03625,-0.31724,0.94478,0.00315,0.00857,-0.00658,
1497980718080196864,0.56683,3.37170,-0.10472,0.07292,0.03626,-0.31634,0.94514,0.00108,0.00511,-0.00572,
1497980718179814400,0.55768,3.35003,-0.09516,0.07000,0.03656,-0.31648,0.94531,-0.00712,-0.00913,0.01099,
1497980718279437568,0.55396,3.35324,-0.09927,0.06807,0.03671,-0.31667,0.94538,-0.00906,0.00477,0.00744,
1497980718379028224,0.55267,3.35481,-0.10065,0.06710,0.03653,-0.31745,0.94519,-0.00893,0.00660,0.00947,
1497980718478612224,0.55141,3.35534,-0.10037,0.06638,0.03588,-0.31965,0.94453,-0.00267,0.00545,0.01026,
1497980718578177536,0.55135,3.35593,-0.09969,0.06607,0.03533,-0.32083,0.94417,0.00458,0.01056,0.00820,
1497980718677718272,0.55211,3.35679,-0.09908,0.06635,0.03413,-0.32280,0.94352,0.00965,0.01203,0.01620,
1497980718777254400,0.55355,3.35806,-0.09764,0.06730,0.03230,-0.32561,0.94255,0.01263,0.01338,0.02758,
1497980718876806400,0.55456,3.35925,-0.09488,0.06889,0.03117,-0.32911,0.94126,0.01000,0.00879,0.03637,
1497980718976361472,0.55539,3.35949,-0.09183,0.06958,0.02982,-0.33330,0.93978,0.00686,0.00074,0.02768,
1497980719075888896,0.55464,3.35851,-0.08851,0.06990,0.02875,-0.33659,0.93861,0.00498,-0.00101,0.01629,
1497980719175420672,0.55227,3.35858,-0.09101,0.07008,0.02777,-0.33748,0.93831,0.00473,0.01761,0.00936,
1497980719274977280,0.55310,3.35996,-0.08907,0.07156,0.02408,-0.34089,0.93707,0.00778,0.03002,0.02685,
1497980719374553344,0.55481,3.36289,-0.08579,0.07321,0.02109,-0.34280,0.93631,0.00737,0.03286,0.03255,
1497980719474136064,0.55578,3.36365,-0.08225,0.07445,0.02160,-0.34712,0.93461,0.00650,0.01538,0.03601,
1497980719573703424,0.54492,3.36066,-0.08039,0.07181,0.02226,-0.35237,0.93283,0.00544,0.01032,0.01432,
1497980719673260288,0.54204,3.36163,-0.07909,0.07071,0.02153,-0.35571,0.93167,0.00121,0.01032,-0.00269,
1497980719772818944,0.54526,3.36248,-0.07918,0.07113,0.02051,-0.35705,0.93115,-0.00622,0.01561,-0.01667,
1497980719872374784,0.54595,3.36247,-0.07985,0.07084,0.02018,-0.35722,0.93111,-0.01773,0.01981,-0.02245,
1497980719971920128,0.54969,3.36520,-0.07763,0.06909,0.02035,-0.35782,0.93101,-0.04603,0.02837,-0.02074,
1497980720071456000,0.55001,3.37364,-0.07614,0.06338,0.02259,-0.35813,0.93124,-0.09065,0.04217,-0.01758,
1497980720170990080,0.54494,3.37929,-0.07158,0.05278,0.02689,-0.35793,0.93187,-0.13642,0.05313,-0.00729,
1497980720270538496,0.53370,3.38812,-0.07529,0.03722,0.03395,-0.35762,0.93251,-0.17354,0.06354,-0.00459,
1497980720370081536,0.51926,3.39531,-0.07693,0.01849,0.04168,-0.35846,0.93243,-0.20997,0.05266,-0.00649,
1497980720469614592,0.50147,3.39719,-0.07610,-0.00425,0.05330,-0.36034,0.93129,-0.24619,0.03353,-0.00717,
1497980720569151488,0.48412,3.38618,-0.06995,-0.03172,0.06855,-0.36257,0.92889,-0.26513,-0.02351,-0.00334,
1497980720668677632,0.45995,3.37371,-0.06472,-0.07059,0.09166,-0.36284,0.92464,-0.27694,-0.07440,0.00475,
1497980720768198400,0.44743,3.35964,-0.06685,-0.12229,0.11530,-0.35931,0.91796,-0.25335,-0.11706,0.01630,
1497980720867727872,0.43019,3.34116,-0.06593,-0.18226,0.13978,-0.35425,0.90651,-0.21157,-0.20759,0.01506,
1497980720967275264,0.40849,3.31690,-0.06296,-0.24709,0.16767,-0.34396,0.89024,-0.17579,-0.29907,0.02076,
1497980721066818304,0.38533,3.27779,-0.04559,-0.31096,0.18901,-0.33278,0.86996,-0.14804,-0.36794,0.02331,
1497980721166345472,0.35760,3.22310,-0.02007,-0.37194,0.21336,-0.32291,0.84372,-0.13973,-0.46852,0.03635,
1497980721265884928,0.33279,3.18499,-0.02156,-0.42848,0.23306,-0.31032,0.81596,-0.16864,-0.50527,0.04337,
1497980721365406208,0.29748,3.12530,-0.00141,-0.48138,0.25282,-0.29572,0.78543,-0.19903,-0.52655,0.07681,
1497980721464935424,0.26434,3.08614,-0.01795,0.53044,-0.27321,0.28378,-0.75064,-0.15469,-0.58549,0.06159,
1497980721564443392,0.26219,3.02345,-0.00825,0.57505,-0.29657,0.27339,-0.71178,-0.09206,-0.66505,0.05639,
1497980721663967744,0.26203,2.96630,-0.01323,0.61613,-0.31422,0.26245,-0.67288,-0.03490,-0.70228,0.02931,
1497980721763497472,0.26030,2.89458,-0.01250,0.65271,-0.32860,0.24368,-0.63766,0.04799,-0.73331,0.00817,
1497980721863030272,0.27342,2.81953,-0.01064,0.68176,-0.33865,0.23083,-0.60601,0.11055,-0.71169,0.01387,
1497980721962588416,0.28695,2.76518,-0.02059,0.70722,-0.35120,0.21760,-0.57372,0.14723,-0.66603,0.00280,
1497980722062185984,0.27050,2.68469,-0.02096,0.73087,-0.36212,0.19525,-0.54459,0.16314,-0.65228,-0.01194,
1497980722161736960,0.14292,2.55523,-0.02600,0.75435,-0.37240,0.17348,-0.51204,0.12508,-0.62625,-0.00924,
1497980722261315584,0.16612,2.48824,-0.00714,0.78174,-0.37717,0.15334,-0.47235,0.15128,-0.56980,0.00613,
1497980722360872448,0.21122,2.44654,-0.00952,0.80807,-0.38152,0.13462,-0.42818,0.18129,-0.49455,0.00741,
1497980722460439296,0.21605,2.38365,0.01818,0.82964,-0.38588,0.11827,-0.38575,0.18844,-0.40616,0.01746,
1497980722559995648,0.28413,2.37504,-0.00481,0.84728,-0.39051,0.10162,-0.34538,0.22687,-0.33010,0.00638,
1497980722659569152,0.29677,2.32047,0.03420,0.86278,-0.38838,0.08726,-0.31169,0.20077,-0.26057,0.01050,
1497980722759150848,0.29998,2.29281,0.03120,0.87353,-0.38817,0.07409,-0.28422,0.19081,-0.20148,0.01563,
1497980722858723584,0.35935,2.27463,0.08604,0.88025,-0.39037,0.06570,-0.26164,0.19109,-0.16868,0.04550,
1497980722958326528,0.27289,2.23906,0.00904,0.88571,-0.38941,0.05849,-0.24587,0.10701,-0.17708,0.01619,
1497980723057916672,0.25178,2.23249,-0.01160,0.88900,-0.38938,0.05239,-0.23519,0.07618,-0.14695,0.00798,
1497980723157500160,0.26051,2.22353,-0.01182,0.89117,-0.38930,0.04817,-0.22790,0.06952,-0.13407,0.01363,
1497980723257065984,0.26511,2.21481,-0.01213,0.89261,-0.38917,0.04731,-0.22261,0.06129,-0.12784,0.01819,
1497980723356641024,0.26564,2.19806,-0.01371,0.89390,-0.38782,0.04660,-0.21993,0.05912,-0.12562,0.01813,
1497980723456227328,0.35726,2.25178,0.04083,0.89364,-0.38897,0.04699,-0.21885,0.11677,-0.05436,0.02799,
1497980723555816448,0.38309,2.32826,0.04861,0.89314,-0.39004,0.04795,-0.21879,0.12829,0.01371,0.02396,
1497980723655385600,0.43169,2.40089,0.08223,0.89292,-0.39013,0.04871,-0.21935,0.14218,0.06504,0.03252,
1497980723754958336,0.51427,2.25815,0.12970,0.89356,-0.38834,0.05078,-0.21947,0.20121,-0.02101,0.04618,
1497980723854544128,0.46232,2.32884,-0.02991,0.89356,-0.38770,0.05075,-0.22058,0.16666,0.00252,0.00570,
1497980723954128896,0.46090,2.32085,-0.02672,0.89345,-0.38731,0.05134,-0.22159,0.17039,0.00317,0.01191,
